text,tag1,tag2,tag3,tag4,tag5,token_usage
" In the meantime I took every precaution to defend my person in case the fiend should openly attack me. I carried pistols and a dagger constantly about me and was ever on the watch to prevent artifice, and by these means gained a greater degree of tranquillity. Indeed, as the period approached, the threat appeared more as a delusion, not to be regarded as worthy to disturb my peace, while the happiness I hoped for in my marriage wore a greater appearance of certainty as the day fixed for its solemnisation drew nearer and I heard it continually spoken of as an occurrence which no accident could possibly prevent.  Elizabeth seemed happy; my tranquil demeanour contributed greatly to calm her mind. But on the day that was to fulfil my wishes and my destiny, she was melancholy, and a presentiment of evil pervaded her; and perhaps also she thought of the dreadful secret which I had promised to reveal to her on the following day. My father was in the meantime overjoyed, and, in the bustle of preparation, only recognised in the melancholy of his niece the diffidence of a bride.  After the ceremony was performed a large party assembled at my father’s, but it was agreed that Elizabeth and I should commence our journey by water, sleeping that night at Evian and continuing our voyage on the following day. The day was fair, the wind favourable; all smiled on our nuptial embarkation. ",anticipation,sadness,desperation,grief,sorrow,0.00083
" Amidst the wilds of Tartary and Russia, although he still evaded me, I have ever followed in his track. Sometimes the peasants, scared by this horrid apparition, informed me of his path; sometimes he himself, who feared that if I lost all trace of him I should despair and die, left some mark to guide me. The snows descended on my head, and I saw the print of his huge step on the white plain. To you first entering on life, to whom care is new and agony unknown, how can you understand what I have felt and still feel? Cold, want, and fatigue were the least pains which I was destined to endure; I was cursed by some devil and carried about with me my eternal hell; yet still a spirit of good followed and directed my steps and when I most murmured would suddenly extricate me from seemingly insurmountable difficulties. Sometimes, when nature, overcome by hunger, sank under the exhaustion, a repast was prepared for me in the desert that restored and inspirited me. The fare was, indeed, coarse, such as the peasants of the country ate, but I will not doubt that it was set there by the spirits that I had invoked to aid me. Often, when all was dry, the heavens cloudless, and I was parched by thirst, a slight cloud would bedim the sky, shed the few drops that revived me, and vanish. ",determination,loneliness,perseverance,suffering,hope,0.00092
" “Are you mad, my friend?” said he. “Or whither does your senseless curiosity lead you? Would you also create for yourself and the world a demoniacal enemy? Peace, peace! Learn my miseries and do not seek to increase your own.”  Frankenstein discovered that I made notes concerning his history; he asked to see them and then himself corrected and augmented them in many places, but principally in giving the life and spirit to the conversations he held with his enemy. “Since you have preserved my narration,” said he, “I would not that a mutilated one should go down to posterity.”  Thus has a week passed away, while I have listened to the strangest tale that ever imagination formed. My thoughts and every feeling of my soul have been drunk up by the interest for my guest which this tale and his own elevated and gentle manners have created. I wish to soothe him, yet can I counsel one so infinitely miserable, so destitute of every hope of consolation, to live? Oh, no! The only joy that he can now know will be when he composes his shattered spirit to peace and death. Yet he enjoys one comfort, the offspring of solitude and delirium; he believes that when in dreams he holds converse with his friends and derives from that communion consolation for his miseries or excitements to his vengeance, that they are not the creations of his fancy, but the beings themselves who visit him from the regions of a remote world. This faith gives a solemnity to his reveries that render them to me almost as imposing and interesting as truth. ",fear,sympathy,compassion,melancholy,intrigue,0.00092
" “Yet I cannot ask you to renounce your country and friends to fulfil this task; and now that you are returning to England, you will have little chance of meeting with him. But the consideration of these points, and the well balancing of what you may esteem your duties, I leave to you; my judgment and ideas are already disturbed by the near approach of death. I dare not ask you to do what I think right, for I may still be misled by passion.  “That he should live to be an instrument of mischief disturbs me; in other respects, this hour, when I momentarily expect my release, is the only happy one which I have enjoyed for several years. The forms of the beloved dead flit before me, and I hasten to their arms. Farewell, Walton! Seek happiness in tranquillity and avoid ambition, even if it be only the apparently innocent one of distinguishing yourself in science and discoveries. Yet why do I say this? I have myself been blasted in these hopes, yet another may succeed.”  His voice became fainter as he spoke, and at length, exhausted by his effort, he sank into silence. About half an hour afterwards he attempted again to speak but was unable; he pressed my hand feebly, and his eyes closed for ever, while the irradiation of a gentle smile passed away from his lips. ",regret,uncertainty,sadness,acceptance,nostalgia,0.00088
" He sprang from the cabin-window as he said this, upon the ice raft which lay close to the vessel. He was soon borne away by the waves and lost in darkness and distance. However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters.Mr. Bennet replied that he had not.“But it is,” returned she; “for Mrs. Long has just been here, and she told me all about it.”Mr. Bennet made no answer.“Do not you want to know who has taken it?” cried his wife, impatiently.This was invitation enough.“What is his name?”“Bingley.”“Is he married or single?”“Oh, single, my dear, to be sure! A single man of large fortune; four or five thousand a year. What a fine thing for our girls!”“How so? how can it affect them?”“My dear Mr. Bennet,” replied his wife, “how can you be so tiresome? You must know that I am thinking of his marrying one of them.”“Is that his design in settling here?”“I see no occasion for that. You and the girls may go—or you may send them by themselves, which perhaps will be still better; for as you are as handsome as any of them, Mr. Bingley might like you the best of the party.”",adventure,anxiety,curiosity,excitement,anticipation,0.00088
"Mr. Bingley inherited property to the amount of nearly a hundred thousand pounds from his father, who had intended to purchase an estate, but did not live to do it. Mr. Bingley intended it likewise, and sometimes made choice of his county; but, as he was now provided with a good house and the liberty of a manor, it was doubtful to many of those who best knew the easiness of his temper, whether he might not spend the remainder of his days at Netherfield, and leave the next generation to purchase.His sisters were very anxious for his having an estate of his own; but though he was now established only as a tenant, Miss Bingley was by no means unwilling to preside at his table; nor was Mrs. Hurst, who had married a man of more fashion than fortune, less disposed to consider his house as her home when it suited her. Mr. Bingley had not been of age two years when he was tempted, by an accidental recommendation, to look at Netherfield House. He did look at it, and into it, for half an hour; was pleased with the situation and the principal rooms, satisfied with what the owner said in its praise, and took it immediately.",anticipation,uncertainty,desire,contentment,ambition,0.00085
"“That is exactly the question which I expected you to ask. A lady’s imagination is very rapid; it jumps from admiration to love, from love to matrimony, in a moment. I knew you would be wishing me joy.”“Nay, if you are so serious about it, I shall consider the matter as absolutely settled. You will have a charming mother-in-law, indeed, and of course she will be always at Pemberley with you.”She had a sister married to a Mr. Philips, who had been a clerk to their father and succeeded him in the business, and a brother settled in London in a respectable line of trade.The village of Longbourn was only one mile from Meryton; a most convenient distance for the young ladies, who were usually tempted thither three or four times a week, to pay their duty to their aunt, and to a milliner’s shop just over the way. The two youngest of the family, Catherine and Lydia, were particularly frequent in these attentions: their minds were more vacant than their sisters’, and when nothing better offered, a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening; and, however bare of news the country in general might be, they always contrived to learn some from their aunt. At present, indeed, they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood; it was to remain the whole winter, and Meryton was the head-quarters.",playfulness,familial,excitement,gossip,joy,0.00085
"“Do you prefer reading to cards?” said he; “that is rather singular.”“Miss Eliza Bennet,” said Miss Bingley, “despises cards. She is a great reader, and has no pleasure in anything else.”“In nursing your sister I am sure you have pleasure,” said Bingley; “and I hope it will soon be increased by seeing her quite well.”Elizabeth thanked him from her heart, and then walked towards a table where a few books were lying. He immediately offered to fetch her others; all that his library afforded.“And I wish my collection were larger for your benefit and my own credit; but I am an idle fellow; and though I have not many, I have more than I ever looked into.”Elizabeth assured him that she could suit herself perfectly with those in the room.“I am astonished,” said Miss Bingley, “that my father should have left so small a collection of books. What a delightful library you have at Pemberley, Mr. Darcy!”“It ought to be good,” he replied: “it has been the work of many generations.”“And then you have added so much to it yourself—you are always buying books.”“I cannot comprehend the neglect of a family library in such days as these.”“I wish it may.”“With all my heart: I will buy Pemberley itself, if Darcy will sell it.”",admiration,gratitude,pleasure,astonishment,envy,0.00084
"“I daresay you believed it; but I am by no means convinced that you would be gone with such celerity. Your conduct would be quite as dependent on chance as that of any man I know; and if, as you were mounting your horse, a friend were to say, ‘Bingley, you had better stay till next week,’ you would probably do it—you would probably not go—and, at another word, might stay a month.”“You have only proved by this,” cried Elizabeth, “that Mr. Bingley did not do justice to his own disposition. You have shown him off now much more than he did himself.”“I am exceedingly gratified,” said Bingley, “by your converting what my friend says into a compliment on the sweetness of my temper. But I am afraid you are giving it a turn which that gentleman did by no means intend; for he would certainly think the better of me if, under such a circumstance, I were to give a flat denial, and ride off as fast as I could.”“Would Mr. Darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it?”“Upon my word, I cannot exactly explain the matter—Darcy must speak for himself.”",mockery,amusement,gratification,confusion,curiosity,0.00084
"“There is, I believe, in every disposition a tendency to some particular evil, a natural defect, which not even the best education can overcome.”“And yours,” he replied, with a smile, “is wilfully to misunderstand them.”“Do let us have a little music,” cried Miss Bingley, tired of a conversation in which she had no share. “Louisa, you will not mind my waking Mr. Hurst.”The communication excited many professions of concern; and enough was said of wishing them to stay at least till the following day to work on Jane; and till the morrow their going was deferred. Miss Bingley was then sorry that she had proposed the delay; for her jealousy and dislike of one sister much exceeded her affection for the other.The master of the house heard with real sorrow that they were to go so soon, and repeatedly tried to persuade Miss Bennet that it would not be safe for her—that she was not enough recovered; but Jane was firm where she felt herself to be right.On Sunday, after morning service, the separation, so agreeable to almost all, took place. Miss Bingley’s civility to Elizabeth increased at last very rapidly, as well as her affection for Jane; and when they parted, after assuring the latter of the pleasure it would always give her to see her either at Longbourn or Netherfield, and embracing her most tenderly, she even shook hands with the former. Elizabeth took leave of the whole party in the liveliest spirits.",jealousy,sorrow,concern,affection,resignation,0.00089
"When this information was given, and they had all taken their seats, Mr. Collins was at leisure to look around him and admire, and he was so much struck with the size and furniture of the apartment, that he declared he might almost have supposed himself in the small summer breakfast parlour at Rosings; a comparison that did not at first convey much gratification; but when Mrs. Philips understood from him what Rosings was, and who was its proprietor, when she had listened to the description of only one of Lady Catherine’s drawing-rooms, and found that the chimney-piece alone had cost eight hundred pounds, she felt all the force of the compliment, and would hardly have resented a comparison with the housekeeper’s room.With such rivals for the notice of the fair as Mr. Wickham and the officers, Mr. Collins seemed to sink into insignificance; to the young ladies he certainly was nothing; but he had still at intervals a kind listener in Mrs. Philips, and was, by her watchfulness, most abundantly supplied with coffee and muffin.When the card tables were placed, he had an opportunity of obliging her, in return, by sitting down to whist.“I know little of the game at present,” said he, “but I shall be glad to improve myself; for in my situation of life——” Mrs. Philips was very thankful for his compliance, but could not wait for his reason.",admiration,gratification,resentment,obligation,thankfulness,0.00089
"She danced next with an officer, and had the refreshment of talking of Wickham, and of hearing that he was universally liked. When those dances were over, she returned to Charlotte Lucas, and was in conversation with her, when she found herself suddenly addressed by Mr. Darcy, who took her so much by surprise in his application for her hand, that, without knowing what she did, she accepted him. He walked away again immediately, and she was left to fret over her own want of presence of mind: Charlotte tried to console her.“I dare say you will find him very agreeable.”He smiled, and assured her that whatever she wished him to say should be said.“Do you talk by rule, then, while you are dancing?”“Are you consulting your own feelings in the present case, or do you imagine that you are gratifying mine?”“I must not decide on my own performance.”“He has been so unlucky as to lose your friendship,” replied Elizabeth, with emphasis, “and in a manner which he is likely to suffer from all his life.”Darcy made no answer, and seemed desirous of changing the subject. At that moment Sir William Lucas appeared close to them, meaning to pass through the set to the other side of the room; but, on perceiving Mr. Darcy, he stopped, with a bow of superior courtesy, to compliment him on his dancing and his partner.",surprise,confusion,regret,awkwardness,disappointment,0.00091
"“Were it certain that Lady Catherine would think so,” said Mr. Collins, very gravely—“but I cannot imagine that her Ladyship would at all disapprove of you. And you may be certain that when I have the honour of seeing her again I shall speak in the highest terms of your modesty, economy, and other amiable qualifications.”“When I do myself the honour of speaking to you next on the subject, I shall hope to receive a more favourable answer than you have now given me; though I am far from accusing you of cruelty at present, because I know it to be the established custom of your sex to reject a man on the first application, and, perhaps, you have even now said as much to encourage my suit as would be consistent with the true delicacy of the female character.”“Really, Mr. Collins,” cried Elizabeth, with some warmth, “you puzzle me exceedingly. If what I have hitherto said can appear to you in the form of encouragement, I know not how to express my refusal in such a way as may convince you of its being one.”“I do assure you, sir, that I have no pretensions whatever to that kind of elegance which consists in tormenting a respectable man. I would rather be paid the compliment of being believed sincere. I thank you again and again for the honour you have done me in your proposals, but to accept them is absolutely impossible. My feelings in every respect forbid it. Can I speak plainer? Do not consider me now as an elegant female intending to plague you, but as a rational creature speaking the truth from her heart.”",disapproval,frustration,confusion,assertiveness,honesty,0.00091
"They were all astonished; and Mr. Bennet, who could by no means wish for so speedy a return, immediately said,—“But is there not danger of Lady Catherine’s disapprobation here, my good sir? You had better neglect your relations than run the risk of offending your patroness.”“My dear sir,” replied Mr. Collins, “I am particularly obliged to you for this friendly caution, and you may depend upon my not taking so material a step without her Ladyship’s concurrence.”With proper civilities, the ladies then withdrew; all of them equally surprised to find that he meditated a quick return. Mrs. Bennet wished to understand by it that he thought of paying his addresses to one of her younger girls, and Mary might have been prevailed on to accept him. She rated his abilities much higher than any of the others: there was a solidity in his reflections which often struck her; and though by no means so clever as herself, she thought that, if encouraged to read and improve himself by such an example as hers, he might become a very agreeable companion. But on the following morning every hope of this kind was done away. Miss Lucas called soon after breakfast, and in a private conference with Elizabeth related the event of the day before.",astonishment,caution,surprise,admiration,hope,0.00086
"“And do you impute it to either of those?”“Yes; to the last. But if I go on I shall displease you by saying what I think of persons you esteem. Stop me, whilst you can.”“You persist, then, in supposing his sisters influence him?”“Yes, in conjunction with his friend.”“I cannot believe it. Why should they try to influence him? They can only wish his happiness; and if he is attached to me no other woman can secure it.”“Your first position is false. They may wish many things besides his happiness: they may wish his increase of wealth and consequence; they may wish him to marry a girl who has all the importance of money, great connections, and pride.”Elizabeth could not oppose such a wish; and from this time Mr. Bingley’s name was scarcely ever mentioned between them.Mrs. Bennet still continued to wonder and repine at his returning no more; and though a day seldom passed in which Elizabeth did not account for it clearly, there seemed little chance of her ever considering it with less perplexity. Her daughter endeavoured to convince her of what she did not believe herself, that his attentions to Jane had been merely the effect of a common and transient liking, which ceased when he saw her no more; but though the probability of the statement was admitted at the time, she had the same story to repeat every day. Mrs. Bennet’s best comfort was, that Mr. Bingley must be down again in the summer.",disbelief,opposition,wonder,perplexity,comfort,0.00086
"It was a journey of only twenty-four miles, and they began it so early as to be in Gracechurch Street by noon. As they drove to Mr. Gardiner’s door, Jane was at a drawing-room window watching their arrival: when they entered the passage, she was there to welcome them, and Elizabeth, looking earnestly in her face, was pleased to see it healthful and lovely as ever. On the stairs were a troop of little boys and girls, whose eagerness for their cousin’s appearance would not allow them to wait in the drawing-room, and whose shyness, as they had not seen her for a twelvemonth, prevented their coming lower. All was joy and kindness. The day passed most pleasantly away; the morning in bustle and shopping, and the evening at one of the theatres.Mrs. Gardiner then rallied her niece on Wickham’s desertion, and complimented her on bearing it so well.“But, my dear Elizabeth,” she added, “what sort of girl is Miss King? I should be sorry to think our friend mercenary.”“Pray, my dear aunt, what is the difference in matrimonial affairs, between the mercenary and the prudent motive? Where does discretion end, and avarice begin? Last Christmas you were afraid of his marrying me, because it would be imprudent; and now, because he is trying to get a girl with only ten thousand pounds, you want to find out that he is mercenary.”",joy,affection,contentment,teasing,curiosity,0.00098
"“Then who taught you? who attended to you? Without a governess, you must have been neglected.”“Compared with some families, I believe we were; but such of us as wished to learn never wanted the means. We were always encouraged to read, and had all the masters that were necessary. Those who chose to be idle certainly might.”“Yes, ma’am, all.”“All! What, all five out at once? Very odd! And you only the second. The younger ones out before the elder are married! Your younger sisters must be very young?”“Upon my word,” said her Ladyship, “you give your opinion very decidedly for so young a person. Pray, what is your age?”“With three younger sisters grown up,” replied Elizabeth, smiling, “your Ladyship can hardly expect me to own it.”Lady Catherine seemed quite astonished at not receiving a direct answer; and Elizabeth suspected herself to be the first creature who had ever dared to trifle with so much dignified impertinence.“You cannot be more than twenty, I am sure,—therefore you need not conceal your age.”When the gentlemen had joined them, and tea was over, the card tables were placed. Lady Catherine, Sir William, and Mr. and Mrs. Collins sat down to quadrille; and as Miss De Bourgh chose to play at cassino, the two girls had the honour of assisting Mrs. Jenkinson to make up her party. Their table was superlatively stupid. Scarcely a syllable was uttered that did not relate to the game, except when Mrs. Jenkinson expressed her fears of Miss De Bourgh’s being too hot or too cold, or having too much or too little light. A great deal more passed at the other table. Lady Catherine was generally speaking—stating the mistakes of the three others, or relating some anecdote of herself. Mr.",defensiveness,surprise,disrespect,boredom,irritation,0.00098
"“An easy distance do you call it? It is nearly fifty miles.”“And what is fifty miles of good road? Little more than half a day’s journey. Yes, I call it a very easy distance.”“It is a proof of your own attachment to Hertfordshire. Anything beyond the very neighbourhood of Longbourn, I suppose, would appear far.”As he spoke there was a sort of smile, which Elizabeth fancied she understood; he must be supposing her to be thinking of Jane and Netherfield, and she blushed as she answered,—Elizabeth looked surprised. The gentleman experienced some change of feeling; he drew back his chair, took a newspaper from the table, and, glancing over it, said, in a colder voice,—“Are you pleased with Kent?”“Accompanied by their aunt”“What can be the meaning of this?” said Charlotte, as soon as he was gone. “My dear Eliza, he must be in love with you, or he would never have called on us in this familiar way.”But when Elizabeth told of his silence, it did not seem very likely, even to Charlotte’s wishes, to be the case; and, after various conjectures, they could at last only suppose his visit to proceed from the difficulty of finding anything to do, which was the more probable from the time of year. All field sports were over. Within doors there was Lady Catherine, books, and a billiard table, but gentlemen cannot be always within doors; and in the nearness of the Parsonage, or the pleasantness of the walk to it, or of the people who lived in it, the two cousins found a temptation from this period of walking thither almost every day. They called at various times of the morning, sometimes separately, sometimes together, and now and then accompanied by their aunt.",playfulness,teasing,curiosity,confusion,amusement,0.00096
"Elizabeth felt herself growing more angry every moment; yet she tried to the utmost to speak with composure when she said,—“You are mistaken, Mr. Darcy, if you suppose that the mode of your declaration affected me in any other way than as it spared me the concern which I might have felt in refusing you, had you behaved in a more gentlemanlike manner.”She saw him start at this; but he said nothing, and she continued,—“You could not have made me the offer of your hand in any possible way that would have tempted me to accept it.”Again his astonishment was obvious; and he looked at her with an expression of mingled incredulity and mortification. She went on,—“You have said quite enough, madam. I perfectly comprehend your feelings, and have now only to be ashamed of what my own have been. Forgive me for having taken up so much of your time, and accept my best wishes for your health and happiness.”And with these words he hastily left the room, and Elizabeth heard him the next moment open the front door and quit the house. The tumult of her mind was now painfully great. She knew not how to support herself, and, from actual weakness, sat down and cried for half an hour. Her astonishment, as she reflected on what had passed, was increased by every review of it. That she should receive an offer of marriage from Mr.",anger,disbelief,shame,relief,regret,0.00096
"And when her sisters abused it as ugly, she added, with perfect unconcern, “Oh, but there were two or three much uglier in the shop; and when I have bought some prettier-coloured satin to trim it with fresh, I think it will be very tolerable. Besides, it will not much signify what one wears this summer, after the ——shire have left Meryton, and they are going in a fortnight.”“Are they, indeed?” cried Elizabeth, with the greatest satisfaction.“They are going to be encamped near Brighton; and I do so want papa to take us all there for the summer! It would be such a delicious scheme, and I dare say would hardly cost anything at all. Mamma would like to go, too, of all things! Only think what a miserable summer else we shall have!”“Now I have got some news for you,” said Lydia, as they sat down to table. “What do you think? It is excellent news, capital news, and about a certain person that we all like.”Jane and Elizabeth looked at each other, and the waiter was told that he need not stay. Lydia laughed, and said,—“Ay, that is just like your formality and discretion. You thought the waiter must not hear, as if he cared! I dare say he often hears worse things said than I am going to say. But he is an ugly fellow! I am glad he is gone. I never saw such a long chin in my life. Well, but now for my news: it is about dear Wickham; too good for the waiter, is not it? There is no danger of Wickham’s marrying Mary King—there’s for you! She is gone down to her uncle at Liverpool; gone to stay. Wickham is safe.”",nonchalant,delight,amusement,satisfaction,relief,0.00094
"Mr. Bennet saw that her whole heart was in the subject; and, affectionately taking her hand, said, in reply,—“Do not make yourself uneasy, my love. Wherever you and Jane are known, you must be respected and valued; and you will not appear to less advantage for having a couple of—or I may say, three—very silly sisters. We shall have no peace at Longbourn if Lydia does not go to Brighton. Let her go, then. Colonel Forster is a sensible man, and will keep her out of any real mischief; and she is luckily too poor to be an object of prey to anybody. At Brighton she will be of less importance even as a common flirt than she has been here. The officers will find women better worth their notice. Let us hope, therefore, that her being there may teach her her own insignificance. At any rate, she cannot grow many degrees worse, without authorizing us to lock her up for the rest of her life.”With this answer Elizabeth was forced to be content; but her own opinion continued the same, and she left him disappointed and sorry. It was not in her nature, however, to increase her vexations by dwelling on them. She was confident of having performed her duty; and to fret over unavoidable evils, or augment them by anxiety, was no part of her disposition.",reassurance,disappointment,contentment,determination,acceptance,0.00094
"Mrs. Gardiner looked at her niece with a smile, but Elizabeth could not return it.“And that,” said Mrs. Reynolds, pointing to another of the miniatures, “is my master—and very like him. It was drawn at the same time as the other—about eight years ago.”“I have heard much of your master’s fine person,” said Mrs. Gardiner, looking at the picture; “it is a handsome face. But, Lizzy, you can tell us whether it is like or not.”Mrs. Reynolds’ respect for Elizabeth seemed to increase on this intimation of her knowing her master.“Does that young lady know Mr. Darcy?”Elizabeth coloured, and said, “A little.”“And do not you think him a very handsome gentleman, ma’am?”“Yes, very handsome.”This accounted to Elizabeth for Mr. Wickham’s being among them.Mrs. Reynolds then directed their attention to one of Miss Darcy, drawn when she was only eight years old.“And is Miss Darcy as handsome as her brother?” said Mr. Gardiner.“Oh, yes—the handsomest young lady that ever was seen; and so accomplished! She plays and sings all day long. In the next room is a new instrument just come down for her—a present from my master: she comes here to-morrow with him.”“Is your master much at Pemberley in the course of the year?”",admiration,curiosity,nervousness,pleasure,anticipation,0.00093
"Mrs. Gardiner was surprised and concerned: but as they were now approaching the scene of her former pleasures, every idea gave way to the charm of recollection; and she was too much engaged in pointing out to her husband all the interesting spots in its environs, to think of anything else. Fatigued as she had been by the morning’s walk, they had no sooner dined than she set off again in quest of her former acquaintance, and the evening was spent in the satisfactions of an intercourse renewed after many years’ discontinuance.She retreated from the window, fearful of being seen; and as she walked up and down the room, endeavouring to compose herself, saw such looks of inquiring surprise in her uncle and aunt as made everything worse.Miss Darcy and her brother appeared, and this formidable introduction took place. With astonishment did Elizabeth see that her new acquaintance was at least as much embarrassed as herself. Since her being at Lambton, she had heard that Miss Darcy was exceedingly proud; but the observation of a very few minutes convinced her that she was only exceedingly shy. She found it difficult to obtain even a word from her beyond a monosyllable.They had not been long together before Darcy told her that Bingley was also coming to wait on her; and she had barely time to express her satisfaction, and prepare for such a visitor, when Bingley’s quick step was heard on the stairs, and in a moment he entered the room. All Elizabeth’s anger against him had been long done away; but had she still felt any, it could hardly have stood its ground against the unaffected cordiality with which he expressed himself on seeing her again.",nostalgia,surprise,awkwardness,joy,relief,0.00093
"She had never perceived, while the regiment was in Hertfordshire, that Lydia had any partiality for him; but she was convinced that Lydia had wanted only encouragement to attach herself to anybody. Sometimes one officer, sometimes another, had been her favourite, as their attentions raised them in her opinion. Her affections had been continually fluctuating, but never without an object. The mischief of neglect and mistaken indulgence towards such a girl—oh! how acutely did she now feel it!“What is all settled?” repeated the other, as she ran into her room to prepare. “And are they upon such terms as for her to disclose the real truth? Oh, that I knew how it was!”“Do you really think so?” cried Elizabeth, brightening up for a moment.“Upon my word,” said Mrs. Gardiner, “I begin to be of your uncle’s opinion. It is really too great a violation of decency, honour, and interest, for him to be guilty of it. I cannot think so very ill of Wickham. Can you, yourself, Lizzie, so wholly give him up, as to believe him capable of it?”“Not perhaps of neglecting his own interest. But of every other neglect I can believe him capable. If, indeed, it should be so! But I dare not hope it. Why should they not go on to Scotland, if that had been the case?”",concern,uncertainty,hope,anxiety,doubt,0.00088
"“Their conduct has been such,” replied Elizabeth, “as neither you, nor I, nor anybody, can ever forget. It is useless to talk of it.”It now occurred to the girls that their mother was in all likelihood perfectly ignorant of what had happened. They went to the library, therefore, and asked their father whether he would not wish them to make it known to her. He was writing, and, without raising his head, coolly replied,—“Just as you please.”“May we take my uncle’s letter to read to her?”“Take whatever you like, and get away.”“My dear, dear Lydia!” she cried: “this is delightful indeed! She will be married! I shall see her again! She will be married at sixteen! My good, kind brother! I knew how it would be—I knew he would manage everything. How I long to see her! and to see dear Wickham too! But the clothes, the wedding clothes! I will write to my sister Gardiner about them directly. Lizzy, my dear, run down to your father, and ask him how much he will give her. Stay, stay, I will go myself. Ring the bell, Kitty, for Hill. I will put on my things in a moment. My dear, dear Lydia! How merry we shall be together when we meet!”",resentment,frustration,disappointment,hopelessness,indifference,0.00085
"“Ah, Jane, I take your place now, and you must go lower, because I am a married woman.”It was not to be supposed that time would give Lydia that embarrassment from which she had been so wholly free at first. Her ease and good spirits increased. She longed to see Mrs. Philips, the Lucases, and all their other neighbours, and to hear herself called “Mrs. Wickham” by each of them; and in the meantime she went after dinner to show her ring and boast of being married to Mrs. Hill and the two housemaids.“Well, mamma,” said she, when they were all returned to the breakfast-room, “and what do you think of my husband? Is not he a charming man? I am sure my sisters must all envy me. I only hope they may have half my good luck. They must all go to Brighton. That is the place to get husbands. What a pity it is, mamma, we did not all go!”“Very true; and if I had my will we should. But, my dear Lydia, I don’t at all like your going such a way off. Must it be so?”“I should like it beyond anything!” said her mother.“And then when you go away, you may leave one or two of my sisters behind you; and I dare say I shall get husbands for them before the winter is over.”",pride,excitement,envy,optimism,disregard,0.00085
"“Well, all I know is, that it will be abominably rude if you do not wait on him. But, however, that shan’t prevent my asking him to dine here, I am determined. We must have Mrs. Long and the Gouldings soon. That will make thirteen with ourselves, so there will be just room at table for him.”“I begin to be sorry that he comes at all,” said Jane to her sister. “It would be nothing; I could see him with perfect indifference; but I can hardly bear to hear it thus perpetually talked of. My mother means well; but she does not know, no one can know, how much I suffer from what she says. Happy shall I be when his stay at Netherfield is over!”“I wish I could say anything to comfort you,” replied Elizabeth; “but it is wholly out of my power. You must feel it; and the usual satisfaction of preaching patience to a sufferer is denied me, because you have always so much.”Her daughters were eagerly called to partake of her joy. Jane resolutely kept her place at the table; but Elizabeth, to satisfy her mother, went to the window—she looked—she saw Mr. Darcy with him, and sat down again by her sister.",anxious,frustrated,disappointed,hopeful,relieved,0.00081
"“It has been a very agreeable day,” said Miss Bennet to Elizabeth. “The party seemed so well selected, so suitable one with the other. I hope we may often meet again.”Elizabeth smiled.“Lizzy, you must not do so. You must not suspect me. It mortifies me. I assure you that I have now learnt to enjoy his conversation as an agreeable and sensible young man without having a wish beyond it. I am perfectly satisfied, from what his manners now are, that he never had any design of engaging my affection. It is only that he is blessed with greater sweetness of address, and a stronger desire of generally pleasing, than any other man.”“You are very cruel,” said her sister, “you will not let me smile, and are provoking me to it every moment.”“How hard it is in some cases to be believed! And how impossible in others! But why should you wish to persuade me that I feel more than I acknowledge?”“Next time you call,” said she, “I hope we shall be more lucky.”He should be particularly happy at any time, etc., etc.; and if she would give him leave, would take an early opportunity of waiting on them.“Can you come to-morrow?”",content,defensive,teasing,disbelieving,playful,0.00081
"The situation of affairs in the Longbourn family could not be long a secret. Mrs. Bennet was privileged to whisper it to Mrs. Philips, and she ventured, without any permission, to do the same by all her neighbours in Meryton.They were of course all intending to be surprised: but their astonishment was beyond their expectation; and on the part of Mrs. Bennet and Kitty, though she was perfectly unknown to them, even inferior to what Elizabeth felt.She entered the room with an air more than usually ungracious, made no other reply to Elizabeth’s salutation than a slight inclination of the head, and sat down without saying a word. Elizabeth had mentioned her name to her mother on her Ladyship’s entrance, though no request of introduction had been made.Mrs. Bennet, all amazement, though flattered by having a guest of such high importance, received her with the utmost politeness. After sitting for a moment in silence, she said, very stiffly, to Elizabeth,—“I hope you are well, Miss Bennet. That lady, I suppose, is your mother?”Elizabeth replied very concisely that she was.“You have a very small park here,” returned Lady Catherine, after a short silence.“It is nothing in comparison of Rosings, my Lady, I dare say; but, I assure you, it is much larger than Sir William Lucas’s.”",surprise,astonishment,flattery,politeness,awkwardness,0.00088
